168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q303479,Q7239
Q26698369,Q5663900
Q17018028,Q11436
Q26696705,Q5663900
Q537981,Q532
Q611490,Q1478437
Q18556041,Q18554959
Q1975537,Q238533
Q5072880,Q11401,Q6010,Q19678100,Q223685
Q5169536,Q81881,Q21400456
Q2887387,Q81096,Q520549
Q3091025,Q83303,Q128392
Q35855,Q2424752
Q1417524,Q4005772
Q23662440,Q23623143
Q20463,Q580939
Q27606994,Q13357858
Q6735310,Q1511216
Q6452016,Q190200
Q154389,Q27790655,Q27790655,Q27790655,Q27790655,Q27792001
Q12704905,Q55488,Q1339195
Q447725,Q37756
Q178790,Q681615
Q4340209,Q12136,Q188638
Q26690278,Q5663900
Q332784,Q2421276
Q131442,Q130186,Q30186
Q18888140,Q942,Q1372372
Q1018644,Q4397403
Q5453161,Q203184
Q122518,Q37172
Q26869761,Q13357858
Q21154040,Q11085
Q2027885,Q1356232
Q1718562,Q20650761
Q1669503,Q171043
Q1422947,Q848466
Q26214814,Q21246076
Q78498,Q178885,Q15731071
Q18399671,Q3270632
Q216916,Q19403027,Q18643213
Q5123154,Q270496
Q498162,Q852446,Q15042037,Q3389680,Q486972
Q15942295,Q7439100
Q15629443,Q2599083
Q6664609,Q18199114
Q6792181,Q11436
Q215677,Q917206
Q862569,Q41415
Q6865806,Q10430157
Q5405114,Q1202868
Q16839839,Q690068,Q954913
Q2620499,Q4737503
Q277254,Q4862390
Q7096347,Q192611
Q193946,Q1979154
Q263976,Q174736
Q1881388,Q6881866
Q2983309,Q1125341
Q299384,Q13219666
Q15041631,Q899033
Q189072,Q11635
Q10379618,Q186817
Q8075336,Q41415
Q643227,Q41399
Q8050715,Q8054
Q3487336,Q180712
Q26698263,Q5663900
Q19841371,Q3777690
Q415265,Q79529
Q25513720,Q25452965,Q105499
Q23037754,Q5506384
Q1648206,Q820655
Q3679301,Q11446
Q2008316,Q519105
Q17444989,Q1393122
Q407142,Q230731,Q156
Q24701495,Q24702381
Q5166209,Q291
Q95723,Q1412403
Q5203028,Q20650761
Q27255755,Q13357858
Q3100519,Q4991371
Q21931655,Q17269995
Q5766690,Q9089
Q23775569,Q1327701,Q245761
Q11805974,Q121998
Q4492137,Q11173
Q17165788,Q30185
Q1978556,Q12518
Q6577293,Q24153252
Q18975728,Q12136
Q5953031,Q185925
Q7557926,Q212961
Q875560,Q42908
Q15398319,Q26695958,Q924421
Q3058576,Q640506
Q103163,Q733786
Q12219302,Q24058033
Q6063171,Q1517381
Q6957967,Q149946
Q661936,Q34770
Q1317575,Q15298259
Q26699934,Q5663900
Q23775564,Q1327701,Q245761
Q1465409,Q182676
Q18888149,Q942,Q1372372
Q336903,Q20650761
Q26701310,Q5663900
Q2852548,Q7930
Q20070476,Q20646670
Q16926689,Q93301
Q26262012,Q121998
Q27235511,Q13357858
Q18353987,Q2095
Q23891038,Q23660930
Q26693004,Q5663900
Q5514895,Q617792,Q20650761
Q185049,Q202785
Q2293551,Q21976260
Q2249813,Q15061650
Q285656,Q3270632
Q20794955,Q830
Q7042818,Q202527
Q74208,Q432
Q2211604,Q1251283
Q1289455,Q10405657
Q18560321,Q18560316
Q18880475,Q941,Q1190172
Q17501975,Q17438173
Q3316885,Q121998
Q26695399,Q5663900
Q27491742,Q8092
Q18975208,Q12136
Q26696432,Q5663900
Q13360264,Q4498085,Q477248
Q19862039,Q3777571
Q154012,Q132241
Q1501273,Q15904122
Q27799329,Q13357858
Q19861099,Q3777751
Q21175651,Q5457310
Q20280384,Q18544860,Q502931,Q27598544
Q474015,Q13357858
Q375480,Q1004
Q3821106,Q266237
Q3784724,Q3777842,Q4796437
Q3787827,Q15889896
Q1363554,Q485396,Q4008379
Q17492398,Q209588
Q494128,Q189539,Q182076
Q422654,Q846227,Q24153252
Q5138498,Q14659
Q2249072,Q927407
Q19147106,Q1349015
Q1003663,Q13357858
Q26693859,Q5663900
Q27799808,Q13357858
Q27070674,Q15911314
Q6915014,Q33705
Q1074523,Q177634,Q486972
Q491361,Q154482
Q23957944,Q83307
Q19283996,Q113162
Q17372463,Q17372377
Q1407399,Q7590
Q20687176,Q20687178
Q799191,Q13357858
Q5097016,Q189290
Q3951423,Q9149093
Q2356049,Q13266
Q676771,Q93301
Q24701333,Q24702381
Q20853537,Q11415564
Q6546156,Q1420
Q1501257,Q8492
Q6433561,Q43260
Q18888192,Q942,Q1372372
Q21694321,Q13357858
Q131168,Q180744
Q26232772,Q83307
Q15118575,Q121998
Q2142496,Q18553742,Q2289761
Q656902,Q273854,Q133311
Q15118637,Q121998
Q26697709,Q5663900
Q26696541,Q5663900
Q3788051,Q2624432
Q3833414,Q1125341
Q4393498,Q937228
Q3140915,Q83058
Q502886,Q9778
Q2389660,Q123705
Q165328,Q18553741
Q958148,Q831691
Q20742776,Q838948
Q1393084,Q216916
Q7390091,Q11436
Q18844888,Q725,Q221276
Q5004802,Q2095
Q1543336,Q18692025
Q1261491,Q36633
Q478286,Q3270632
Q2655893,Q194435,Q12136,Q3041498
Q337071,Q1779527
Q2493180,Q19821
Q26697659,Q5663900
Q34037,Q7847646
Q1080208,Q17737
Q11378856,Q2811
Q27630944,Q27684991
Q1122864,Q216916
Q26693634,Q5663900
Q27164425,Q1125121
Q7987655,Q18325242
Q10253,Q132241
Q18932701,Q12136
Q3613261,Q1125341
Q1405017,Q723127
Q1752649,Q178706
Q1309787,Q37732
Q17618208,Q212238
Q3266947,Q375795
Q15741955,Q13357858
Q26692070,Q5663900
Q10506880,Q17089282
Q2284553,Q11446
Q2881285,Q41425
Q5255990,Q37732
Q1006494,Q1694159
Q18557065,Q18556135
Q376799,Q121359
Q2975446,Q1202868
Q1382502,Q398875
Q1125665,Q220659
Q6629218,Q6629200
Q26694747,Q5663900
Q16605091,Q1073138
Q4205202,Q350895,Q532
Q3784920,Q162986,Q7890838
Q9168,Q390424
Q21950734,Q1702885
Q4983569,Q182940
Q19582599,Q11436
Q6822327,Q759832
Q9096832,Q2122699
Q1905913,Q128234
Q5259533,Q18555006
Q4071774,Q11023
Q27642902,Q27642822,Q27642822
Q5518213,Q1045782
Q5150905,Q1079120
Q1151788,Q34336
Q12494547,Q2095
Q6058392,Q1483214
Q5513419,Q8054
Q17627600,Q7691607
Q18889701,Q18889371
Q26696961,Q5663900
Q163140,Q483654
Q5889160,Q4393174
Q26698187,Q5663900
Q3910465,Q848963
Q15829831,Q15829805,Q15829825
Q2130426,Q3270632
Q24701424,Q24702381
Q18966599,Q12136
Q1483757,Q25342
Q20105272,Q204179,Q5192262,Q15848080
Q756033,Q14620
Q3454355,Q644318,Q18556496
Q506412,Q787417
Q82642,Q39552
Q1419050,Q12069731
Q3811649,Q1057172,Q1233720
Q968702,Q131172
Q1298208,Q16510064
Q7950028,Q8054
Q27164536,Q402152,Q20827882,Q8441
Q3074836,Q288514
Q18117150,Q185000
Q1078597,Q33215
Q695219,Q561041
Q2754146,Q123705
Q12350893,Q12354480
Q4785727,Q633730
Q34008,Q34005
Q26261324,Q3921039
Q3952191,Q3777819
Q11826511,Q386724
Q19121038,Q5156409
Q2716994,Q44528
Q16056439,Q1553195
Q4809128,Q16533
Q680482,Q429681
Q526719,Q27948,Q5127848
Q34129,Q163629
Q1112812,Q1125341
Q3655429,Q1125341
Q3858675,Q1433212
Q6816489,Q743004
Q6545508,Q41298
Q26701243,Q5663900
Q1674601,Q13357858
Q2830258,Q16814621,Q910157
Q895559,Q286
Q188688,Q2731419
Q2983304,Q1125341
Q19327826,Q24751487
Q27606998,Q13357858
Q11296373,Q865422
Q1270220,Q33669
Q3347266,Q3091221
Q186819,Q570
Q18975573,Q12136
Q5808117,Q1162163
Q1467740,Q539051
Q23640201,Q23636253
Q26700767,Q5663900
Q17118229,Q10438042
Q933716,Q18556569
Q2094959,Q161705
Q27231072,Q83307
Q1625990,Q131093
Q201486,Q1066186
Q7808978,Q11436
Q13487116,Q13357858
Q1568229,Q486972
Q898436,Q725979
Q441595,Q282112
Q7392907,Q20650761
Q103142,Q988343
Q18553325,Q1435822,Q3338731
Q21094886,Q1758037
Q1811480,Q7912786
Q24259323,Q932795
Q27607725,Q13357858
Q1313942,Q189825
Q2967773,Q722604,Q639460
Q2557979,Q13357858
Q535116,Q877517,Q216048
Q75859,Q1972624
Q12032101,Q486975
Q18881078,Q1087,Q1320863
Q1423177,Q18553643,Q4959796
Q14924293,Q13357858
Q27826236,Q139677
Q19798647,Q19798651
Q2068639,Q1350
Q3196,Q36534
Q18975651,Q12136
Q106370,Q5297
Q5178440,Q18810149
Q850110,Q266237
Q19414785,Q1349015
Q7076139,Q6502154
Q2784237,Q16814621
Q15149863,Q26863790
Q3032041,Q3252517,Q3111821
Q13666435,Q2095
Q1740432,Q17089282
Q712563,Q634415
Q18554791,Q18554790
Q18812395,Q391728
Q15114073,Q17619252
Q1270613,Q13357858
Q15063057,Q15916867
Q601852,Q50690
Q21009888,Q7231714
Q27668985,Q13357858
Q18555011,Q172341
Q23696805,Q17021791
Q10297659,Q471439
Q2089108,Q522648,Q3579211
Q7707447,Q11436
Q19001375,Q12136
Q2879129,Q1125341
Q7303156,Q21067802,Q7885104,Q4967193,Q3895007,Q3847026
Q1227344,Q44539
Q4377053,Q140686
Q3620961,Q6902965
Q1211290,Q2472587
Q2309838,Q189829
Q7300264,Q260899
Q943696,Q4939235
Q1968403,Q3957
Q2367696,Q785745
Q689011,Q20078744
Q26700549,Q5663900
Q171641,Q1370129
Q6866333,Q83307
Q1923663,Q1281105
Q179057,Q3249551
Q4463225,Q4995044
Q2842439,Q10943
Q3500564,Q1952852
Q35832,Q33146
Q155954,Q846227,Q24153252
Q4850607,Q19842071,Q1079190
Q2024390,Q7406919
Q2373082,Q13357858
Q17514151,Q3270632
Q1570049,Q856
Q18556445,Q6742925
Q3948649,Q1125341
Q26884649,Q358
Q2678495,Q24638,Q1108
Q5551340,Q4583713
Q21751045,Q15893266,Q39614
Q18975854,Q12136
Q15891240,Q1809515
Q7270988,Q19842071
Q3257896,Q917562
Q14584414,Q189962
Q3632920,Q1125341
Q3772563,Q1909769
Q3720814,Q19898728
Q185652,Q862597
Q6459134,Q20650761
Q2091644,Q17351671
Q270200,Q1575231
Q3696903,Q945532
Q7003148,Q2298953,Q7300315
Q89441,Q4491007
Q16990651,Q2095
Q5470021,Q8054
Q27626041,Q13357858
Q26701025,Q5663900
Q3354633,Q7330070
Q18605914,Q13357858
Q7588082,Q40861
Q2713450,Q16744570,Q1211272
Q2528031,Q500834
Q17116108,Q7655635
Q3348774,Q37555
Q935171,Q6607
Q12788655,Q53860
Q2600085,Q3217420
Q7494603,Q11639
Q1892995,Q482994
Q24037210,Q16947675
Q18156745,Q339678
Q22965026,Q1529430
Q17118937,Q18556221
Q3679523,Q4818021
Q7682884,Q46303,Q1064389
Q6561900,Q633730
Q951187,Q666242
Q5621421,Q783794
Q26696549,Q5663900
Q26698714,Q5663900
Q15977233,Q1129521
Q1401304,Q17737,Q8134
Q7455060,Q5201177
Q1070792,Q429681
Q17861544,Q532561
Q15945785,Q149512
Q5242411,Q1517816,Q431289
Q2029179,Q250867
Q82753,Q1172284
Q3907241,Q7165279
Q3907933,Q729283
Q36287,Q806005
Q17407323,Q17407320
Q15040832,Q899033
Q27116290,Q1163564,Q285223
Q1614763,Q13357858
Q505125,Q19682167,Q9043,Q7737
Q5771747,Q743004
Q324768,Q5641
Q14210504,Q23442
Q16691314,Q21674689
Q14701803,Q73610
Q1546682,Q14214
Q19857028,Q15702752
Q2934057,Q1420
Q1681326,Q16936947
Q14943524,Q13357858
Q2930602,Q549744,Q1388
Q2067714,Q522648
Q2631445,Q13357858
Q581105,Q2425052
Q1672770,Q13357858
Q799640,Q13357858
Q4330556,Q353299
Q7925043,Q42178
Q18844554,Q674,Q32385
Q20984318,Q214341
Q1601611,Q7576925
Q7087234,Q9266
Q26697076,Q5663900
Q21175050,Q21167512
Q13365559,Q899033
Q3273171,Q5138359
Q2256332,Q2288723,Q867
Q26695492,Q5663900
Q27625706,Q13357858
Q2141898,Q705908
Q27798374,Q13357858
Q3405879,Q3405849
Q1229025,Q627325
Q3491936,Q876459,Q1075
Q24265495,Q24341498
Q15219391,Q2416047
Q7804736,Q18755439
Q5097029,Q5097014
Q17103535,Q1335987
Q24700490,Q486839
Q18881608,Q1103,Q1208453
Q1600835,Q121998
Q4671162,Q5062052
Q27215084,Q13357858
Q18882570,Q1855,Q618142
Q13487414,Q13357858
Q3449510,Q662628
Q2018674,Q21200
Q17095324,Q11053
Q27521799,Q13357858
Q3595222,Q2095
Q1907863,Q6785213
Q26702519,Q5663900
Q4461857,Q202527
Q2254770,Q13357858
Q7119172,Q214196
Q2304244,Q13357858
Q1752093,Q10997658
Q5484828,Q1194240
Q806880,Q429785
Q16607788,Q17159
Q19320874,Q1352680
Q26965573,Q26965575
Q19692233,Q13406463
Q7814729,Q936762
Q24649023,Q213441
Q4906047,Q11325731
Q27654514,Q2657794
Q1447888,Q3777820
Q6151598,Q744967
Q21286738,Q17362920
Q1188770,Q13357858
Q12002232,Q1735864
Q15122464,Q372881
Q605076,Q571
Q18209889,Q1420
Q3453513,Q10998
Q4848308,Q201022
Q22988078,Q157479
Q3778366,Q1125341
Q5645742,Q21224061
Q18159582,Q103163
Q5206025,Q11436
Q2280986,Q13406554
Q4826641,Q2902661
Q2424752,Q28877,Q386724
Q21143058,Q17853087
Q20874138,Q3884033
Q18130474,Q1247989
Q14853555,Q14469659
Q2339078,Q15720870
Q16650790,Q14952
Q520630,Q140732,Q1043197
Q7454857,Q161705
Q429991,Q423010,Q4402339
Q7283864,Q865422
Q512804,Q161928
Q955484,Q80793
Q1562657,Q40831
Q1666410,Q17299750
Q27492876,Q27492417
Q10336568,Q378427,Q622813
Q27569953,Q13357858
Q1240788,Q4164871
Q301309,Q13357858
Q3138525,Q5601938
Q2046335,Q11460
Q15620943,Q2973941,Q192498
Q27607631,Q13357858
Q15129608,Q7312722,Q15921830
Q16908564,Q2095
Q1671502,Q133212
Q1509716,Q16970
Q17607334,Q2778433
Q6750947,Q2019832,Q12136
Q7277189,Q427087
Q21089563,Q19309626
Q18844945,Q677,Q1201493
Q9465,Q5891
Q20083728,Q153050
Q15632166,Q253019,Q2740635
Q357279,Q3249551
Q333936,Q79529
Q13370235,Q811430
Q15105263,Q607651
Q19610286,Q179661
Q1169562,Q161705
Q5323479,Q19842071
Q19833349,Q1073138
Q39680,Q8134
Q424236,Q283
Q19833286,Q178977
Q27570338,Q13357858
Q4688488,Q11436
Q548900,Q104843
Q3759592,Q15720870
Q26708213,Q47574
Q7647073,Q622416
Q26697097,Q5663900
Q17374773,Q17372515
Q7820953,Q3947
Q668711,Q732577,Q22669665
Q7688599,Q8054
Q552779,Q216916
Q26692911,Q5663900
Q12342241,Q20646667
Q21173324,Q21167512
Q7263801,Q6013981
Q15925549,Q15925542
Q18556985,Q18556045
Q2372351,Q13357858
Q3362437,Q19361017
Q186610,Q182154
Q7114923,Q3359017
Q22696400,Q1076105
Q5100585,Q557728
Q8080363,Q407355
Q18881796,Q1801,Q559290
Q3514510,Q2035711
Q4616399,Q31920
Q3835676,Q1125341
Q26701066,Q5663900
Q19845316,Q19361238
Q27799015,Q13357858
Q16700995,Q121998
Q26697877,Q5663900
Q19875995,Q1420
Q7577459,Q903809
Q18617002,Q2310380
Q8044895,Q2095
Q13487460,Q13357858
Q2837173,Q11436
Q6561166,Q121998
Q41751,Q376
Q7402992,Q2095
Q18882611,Q1857,Q618200
Q2019992,Q776396,Q696
Q397610,Q189533
Q27148732,Q868557
Q26692063,Q5663900
Q15726790,Q121998
Q2733697,Q13357858
Q2210089,Q1144339
Q647590,Q1940287
Q5535129,Q690068,Q2670632
Q1091813,Q864114
Q7444387,Q533501
Q121702,Q13219666
Q1418124,Q473972,Q3507889
Q7208693,Q33146
Q1051773,Q23392
Q18554348,Q12136,Q18554228
Q13504414,Q13357858
Q5610151,Q174736
Q6996973,Q12136
Q903425,Q131269
Q184753,Q1064904
Q27570609,Q13357858
Q168456,Q3575260
Q15845236,Q13357858
Q2102276,Q13357858
Q15476444,Q3579211
Q540289,Q182940
Q32288,Q161101
Q2859081,Q626753
Q6448366,Q5
Q16631653,Q204179
Q2864629,Q2864672
Q27626470,Q13357858
Q18557732,Q18556820
Q1002210,Q174583
Q26693003,Q5663900
Q7241276,Q3911030
Q17111395,Q11436
Q5550539,Q11436
Q27669863,Q13357858
Q10655904,Q1307792,Q1075310
Q3577495,Q1068824
Q5202489,Q207452
Q486775,Q1752350
Q1433176,Q1432594
Q5631890,Q2811
Q834412,Q24294815
Q18557059,Q18556567
Q27668822,Q13357858
Q17521638,Q1939559,Q486839
Q21029390,Q21029372
Q60415,Q2306952
Q15976327,Q14467526
Q19146951,Q1349015
Q1373466,Q13276
Q27340429,Q13357858
Q2674618,Q13357858
Q16891427,Q17897
Q2891902,Q4891018
Q3607909,Q11436
Q22987684,Q13698
Q3962172,Q15720870
Q26694221,Q5663900
Q6111728,Q727306
Q1886844,Q13357858
Q201928,Q24153252
Q4389030,Q26721
Q5266092,Q8054
Q2308476,Q153710
Q20979,Q20738
Q1547381,Q11446
Q15041892,Q899033
Q905668,Q15091377
Q7551315,Q12912091
Q4101937,Q625151
Q19610210,Q737462
Q4373916,Q121998
Q18556466,Q18553360
Q5619559,Q3947
Q17175682,Q2932238
Q5191871,Q1051772
Q18928575,Q12136
Q17496794,Q17496796
Q3183555,Q1256296
Q1364252,Q2607934
Q7852002,Q37477
Q26690741,Q5663900
Q595010,Q2989168
Q7615462,Q1410980
Q26694125,Q5663900
Q3751075,Q2624432
Q818545,Q645883
Q5771312,Q174736
Q3736009,Q194112
Q5188437,Q11410
Q6679689,Q914752
Q26691139,Q5663900
Q5766591,Q9089
Q11301630,Q203904
Q1978560,Q19772737
Q1044570,Q22676
Q1202142,Q13357858
Q4155620,Q5
Q2033138,Q861028,Q18556451
Q9067642,Q112865
Q2976071,Q331795
Q3055369,Q1646605
Q1978977,Q2207512
Q13402625,Q181332
Q18966732,Q12136
Q33790,Q390979
Q7460600,Q20086417
Q718147,Q617945
Q196567,Q170013
Q2425590,Q105580,Q11698189
Q18967824,Q12136
Q2081524,Q189214
Q5390013,Q58778
Q799314,Q13357858
Q7375589,Q11053
Q27305773,Q26904113,Q26902770,Q27825887
Q27607977,Q13357858
Q15904122,Q177719,Q179661
Q26694122,Q5663900
Q18110334,Q11436
Q18556797,Q18556373,Q18555242
Q166153,Q11790583
Q24282771,Q49007
Q18343163,Q515
Q6986999,Q37555
Q182954,Q93301
Q478535,Q2840352
Q26701290,Q5663900
Q3680917,Q729283
Q43010,Q13218176
Q7074852,Q5382727
Q18554389,Q3055380
Q26696312,Q5663900
Q26695304,Q5663900
Q6712032,Q11436
Q23661380,Q1162163,Q17765219
Q4017357,Q26836193
Q7199538,Q2661443
Q19893834,Q838948
Q1923756,Q11629
Q14360019,Q10953640
Q1247285,Q37732
Q16919765,Q93301
Q1752332,Q251473
Q24340621,Q2928650
Q130360,Q56061
Q17444978,Q210932,Q1393122
Q3979554,Q14637321
Q18616021,Q1798603
Q27255696,Q13357858
Q15041862,Q899033
Q567727,Q79529
Q1935441,Q25294
Q18882638,Q1857,Q618200
Q27626363,Q13357858
Q1326885,Q8148
Q5563081,Q15046077
Q2523961,Q57305
Q19833667,Q429635
Q3882868,Q671495
Q104934,Q1293220,Q52948
Q1370275,Q13357858
Q19983480,Q192350
Q1070156,Q15361145
Q3080068,Q10943,Q3323634
Q683498,Q169872
Q1672778,Q13357858
Q18553985,Q359892
Q2509682,Q739425
Q17052373,Q2097101
Q5617639,Q11436
Q27306006,Q27305773,Q27305773
Q17116069,Q13233
Q24045780,Q615980
Q1016702,Q120470
Q3346290,Q3070307
Q7144349,Q8054
Q18845519,Q1109,Q2498986
Q27569830,Q13357858
Q252924,Q1294787
Q5212159,Q331795
Q1416034,Q1055065,Q891841
Q23790276,Q23649976
Q1788167,Q987767
Q7087,Q3505845
Q3267592,Q41298
Q18881939,Q1388,Q549744
Q5562179,Q3679597
Q27117001,Q9620
Q15808841,Q11446
Q26781137,Q840646
Q7863,Q1183543
Q18845022,Q703,Q468008
Q26695515,Q5663900
Q472211,Q25276,Q716
Q466737,Q25276,Q1846
Q104225,Q107617
Q39018,Q116
Q7191631,Q11436
Q7593080,Q184148
Q23811269,Q17444171,Q2282074
Q799657,Q13357858
Q75050,Q166142
Q7389604,Q20650761
Q4964182,Q901
Q240939,Q20650761
Q605277,Q182940,Q9053
Q5269729,Q2095
Q1485449,Q1577547
Q23901460,Q23636313
Q403463,Q18971517
Q1529808,Q386272
Q499789,Q194258
Q1054678,Q1189956
Q779632,Q33146
Q226986,Q8214696
Q44512,Q3241045,Q3839081
Q18888616,Q671,Q2352365
Q303181,Q3777835
Q11549519,Q955920,Q549276
Q11682277,Q34379
Q23776433,Q171692
Q11903612,Q943526
Q156864,Q1413113,Q11790583
Q34124,Q163629
Q18845251,Q895,Q1321050
Q2915243,Q1057589,Q10864048
Q4350791,Q2221906
Q3544203,Q7655635
Q20975596,Q1427245
Q2259998,Q1062990
Q1777391,Q18343
Q4789611,Q2811
Q6538005,Q18554938
Q19858110,Q207601
Q5400895,Q132821
Q18061950,Q180544,Q5379147,Q2471563,Q18015938
Q1047547,Q190109
Q2394054,Q3671179
Q7444260,Q4018482
Q27606891,Q13357858
Q6748779,Q263478
Q18844487,Q660,Q468882
Q26698815,Q5663900
Q23036590,Q121998
Q3634504,Q4796437
Q4274314,Q2535820
Q18881903,Q1386,Q549728
Q160151,Q1499548,Q50700
Q20888823,Q1422957
Q1747884,Q42486
Q13487405,Q13357858
Q27537560,Q13357858
Q23730386,Q431289,Q1419038,Q827658,Q1267611,Q3006091
Q897797,Q327541
Q2516426,Q192350
Q42707,Q1301561
Q18882346,Q1843,Q558574
Q36151,Q2741732
Q26492844,Q1476525
Q18845601,Q1876,Q468340
Q17276298,Q11063,Q1734662
Q21027506,Q41354
Q6457068,Q11436
Q5507613,Q178059
Q27256156,Q13357858
Q916333,Q358
Q183042,Q1318941
Q2309815,Q123705
Q1888066,Q5638
Q4637741,Q10566065
Q1154811,Q11573863
Q14329539,Q753779
Q3796522,Q927407
Q15041893,Q899033
Q16948722,Q54050
Q11421501,Q785745
Q1303227,Q202444
Q23719406,Q14946079
Q10883050,Q2741056
Q26695142,Q5663900
Q27554718,Q27554584,Q27554584,Q178,Q27555277
Q26691450,Q5663900
Q3683210,Q1125341
Q9358981,Q1485
Q56423,Q4827766
Q25374232,Q7397
Q662620,Q373066
Q4652809,Q47528
Q15921254,Q15921316
Q3646492,Q275102
Q18244,Q116
Q19252823,Q486839
Q2186047,Q15061650
Q1788992,Q43229
Q474008,Q13357858
Q3536055,Q243543,Q2704381
Q533210,Q1854639
Q18748761,Q33618
Q438986,Q268378
Q8351224,Q11204
Q1630387,Q17172602
Q11343150,Q9053
Q2493,Q6661985
Q12347353,Q384764
Q18354588,Q11436
Q18882973,Q751,Q1190207
Q851986,Q41760
Q2291208,Q18553440
Q24616,Q4220917
Q12060660,Q11436
Q3937814,Q3777708
Q3817278,Q3777621
Q26693671,Q5663900
Q27607310,Q13357858
Q245135,Q2766
Q20798119,Q7972781
Q35025,Q124901,Q34049
Q26698458,Q5663900
Q6371338,Q34379
Q2963912,Q148610
Q27668892,Q13357858
Q10859301,Q839546
Q6380833,Q3243677
Q11905755,Q2052084
Q1436710,Q1420
Q1140686,Q13357858
Q7392166,Q20650761
Q3683156,Q1125341
Q3503019,Q185387
Q20205131,Q303928
Q1322187,Q212971
Q19799822,Q1057187
Q2566171,Q569,Q463820
Q6395436,Q2095
Q15881409,Q20646667
Q18882639,Q1857,Q618200
Q3641428,Q729283
Q641406,Q217164
Q16975506,Q20816013
Q3743249,Q3777824
Q21281546,Q3305213
Q830894,Q11642
Q15529371,Q22676
Q7251080,Q36633
Q5532362,Q2462658
Q37501,Q2143661
Q4338445,Q689203
Q775927,Q1909343
Q943315,Q18518465
Q27569969,Q13357858
Q2801034,Q13357858
Q38344,Q101965
Q95074,Q14897293,Q15619164,Q18336849
Q14804277,Q83207
Q1759813,Q3671179
Q24577832,Q9128
Q4936957,Q131207
Q419197,Q3777764
Q1780936,Q1077784
Q19000822,Q12136
Q36162,Q45961
Q17319162,Q15916867
Q5159347,Q11436
Q2239774,Q834028
Q16271428,Q864503,Q11858202
Q178546,Q188211
Q5323440,Q19842071
Q18554971,Q183344
Q24701583,Q24702381
Q17491388,Q3777558
Q27799651,Q13357858
Q27799828,Q13357858
Q20100368,Q618779
Q16115535,Q50641
Q3679492,Q660668
Q4388577,Q131669
Q2879141,Q1125341
Q5460163,Q12453
Q2171647,Q634415
Q18888487,Q999,Q2217740
Q263203,Q14328596
Q47719,Q134041
Q1032866,Q13389102
Q505649,Q210932
Q18883245,Q925,Q1321353
Q27660432,Q27684991
Q1132679,Q20129,Q1061842
Q18127055,Q2095
Q355567,Q216353,Q4164871,Q526719
Q2560056,Q340169
Q1567913,Q55488
Q14656,Q9135
Q5454652,Q18679149
Q258045,Q48352,Q2285706
Q3777790,Q429681
Q1933753,Q216916
Q18715475,Q569311
Q438746,Q8434
Q21013152,Q20748648
Q24033834,Q688615
Q23775572,Q1327701,Q58964
Q24204611,Q191874
Q215111,Q1948412
Q176236,Q10943,Q17315191
Q944501,Q1051772
Q1455758,Q13357858
Q7097768,Q18515478
Q7170056,Q851824
Q19202882,Q607728
Q11441839,Q358
Q7781,Q17544377
Q14891584,Q1427705,Q47315
Q7988611,Q11436
Q5349490,Q179899
Q27668989,Q13357858
Q9045502,Q486839
Q5659118,Q5395699
Q1169345,Q1700214
Q1142333,Q236425
Q20813183,Q18352926
Q42032,Q14296
Q432549,Q1072363
Q2423127,Q13357858
Q3598794,Q1547640
Q4881235,Q3847429
Q4399975,Q212238
Q24276027,Q957922
Q1122326,Q38723
Q3518464,Q24249534
Q27798926,Q13357858
Q419794,Q3777807
Q2462916,Q11446
Q20986784,Q11173
Q27583768,Q27684991
Q1993624,Q50053
Q5898269,Q4990963
Q2881413,Q18971552
Q2466172,Q428661
Q5700891,Q178143
Q3596750,Q407355
Q1520958,Q22706
Q2459497,Q3455803
Q2050532,Q146877
Q327328,Q25816262,Q185600
Q1200438,Q898771
Q285033,Q471702
Q5504466,Q11436
Q1810588,Q1361980
Q7305387,Q9266
Q15831799,Q121998
Q1757469,Q161973
Q2995609,Q1125341
Q18545121,Q41156
Q26450938,Q20748648
Q5072187,Q15139812
Q18888876,Q1121,Q2417724
Q18557619,Q18554858
Q1753195,Q13357858
Q17423561,Q11650
Q281886,Q15061650
Q17489327,Q17489291
Q27669679,Q13357858
Q795520,Q11446
Q152450,Q15966540
Q26694405,Q5663900
Q431668,Q618779
Q413478,Q178397
Q2085515,Q234460
Q2547181,Q130
Q7492218,Q11436
Q158803,Q185785
Q26696428,Q5663900
Q17946,Q430880
Q18194493,Q18194200
Q25309937,Q7330070
Q459494,Q20871782
Q23901450,Q23636313
Q849375,Q37555
Q18558259,Q18554657
Q4198050,Q618779
Q743949,Q1125341
Q27677747,Q749409
Q3641095,Q13219666
Q7241398,Q20065418
Q2517823,Q279440
Q5473791,Q1430789
Q15831867,Q121998
Q847245,Q5267794
Q23592080,Q1279743
Q3683804,Q899841
Q1221280,Q20730955,Q20791149
Q2261233,Q13357858
Q2326800,Q386597
Q13025606,Q4039161
Q1079190,Q93301
Q2306864,Q13357858
Q11833715,Q240502
Q706808,Q1788716
Q27607559,Q13357858
Q27798688,Q13357858
Q7144776,Q2095
Q13641126,Q1802419
Q18049532,Q677020
Q974127,Q697295
Q1009300,Q2259749
Q27522025,Q13357858
Q19146831,Q1349015
Q21287570,Q283
Q7164215,Q7603902
